Employee,JobFamily,Total Benefits,Total Compensation,Percentage 
13747,Street Transit,31066.208749999998,94285.375,32.949127847240355
44408,Street Transit,37642.59875,114254.05124999999,32.9464017583359
44598,Street Transit,34935.8175,106045.33249999999,32.94422929929519
7891,Semi-Skilled & General Labor,28293.841249999998,85884.79000000001,32.94394880630202
1970,Street Transit,23321.428333333333,70793.76166666666,32.94277318267474
6458,Street Transit,29842.62625,90594.685,32.940813525649986
26695,Street Transit,37317.90625,113290.11374999999,32.94012603107657
30863,Street Transit,39606.735,120245.33374999999,32.93827191859743
34480,Street Transit,38423.35125,116653.185,32.93810730499986
35710,Street Transit,18596.3275,56461.2,32.93647230310373
37256,Street Transit,36413.14125,110566.25624999999,32.9333220505058
3412,Street Transit,27380.215714285714,83144.59571428571,32.93084232242086
33415,Street Transit,27630.732500000002,83907.31374999999,32.93006445460186
27400,Computer Operatns & Repro Svcs,29343.17,89111.67250000002,32.92853694335049
41429,Street Transit,16907.556666666667,51347.59666666667,32.927649518682436
11017,Street Transit,38496.70625,116915.8575,32.926847626293984
14427,Street Transit,19675.315,59756.274999999994,32.92593957705697
18381,Human Services,28078.225714285712,85289.3857142857,32.92112550598743
2609,Street Transit,22749.22,69109.1525,32.917810705318665
43443,Street Transit,17303.411249999997,52570.39125,32.914746948930116
34719,Street Transit,30276.284000000003,91984.312,32.914617005560686
53036,Street Transit,29110.565714285716,88448.15285714285,32.91257620868995
34171,Street Transit,19818.485,60219.56375,32.91037623964853
33226,Street Transit,38459.307499999995,116861.90125,32.91004774749033
18850,Street Transit,39046.48125,118646.905,32.9098186337014
4193,Correction & Detention,15596.82875,47392.95125,32.90959591802167
27708,Street Transit,32595.80222222222,99055.87444444445,32.90648071609685
16767,Street Transit,23242.505,70633.2375,32.90590354151613
17592,Street Transit,37132.2875,112844.67874999999,32.905661047840944
18438,Street Transit,27295.940000000002,82954.77375000002,32.90460423924668
33997,Street Transit,38159.78,115977.89374999999,32.9026323604881
7001,Street Transit,204.13,620.44,32.90084456192379
31596,Street Transit,37848.18,115042.06,32.89942826128114
13855,Housekeeping & Laundry,25717.70625,78170.77625,32.899387064740836
14131,Street Transit,25440.714999999997,77330.17874999999,32.898818302550474
15726,Street Transit,3824.255,11624.775,32.897453929215835
22573,Street Transit,38160.840000000004,116002.16374999999,32.896662240061026
45276,Street Transit,37093.454999999994,112776.87625,32.89101120142082
7699,Dietary & Food,29277.60375,89019.72,32.888896696147775
18147,Street Transit,37197.835,113104.72375000002,32.887958846192745
53868,Street Transit,6594.34,20051.106666666667,32.88766106342925
32046,Street Transit,39861.89,121212.56375,32.8859391854914
7757,Nursing,23950.765,72830.145,32.885785137459216
21975,Street Transit,37701.22,114652.05750000001,32.883160426493
34428,Street Transit,34405.869999999995,104633.1225,32.88238865279013
9646,Street Transit,35090.09,106719.76875,32.880590363910436
19550,Human Services,12216.780999999999,37158.683000000005,32.87732506558426
27894,Street Transit,28261.121249999997,85960.735,32.87677943889148
50837,Human Services,20878.166250000002,63507.07000000001,32.875341674556864
18277,Housekeeping & Laundry,10414.938181818183,31681.809999999998,32.873557987432484
14624,Street Transit,26329.04285714286,80091.91,32.87353598777062
50347,Street Transit,38792.47749999999,118007.73625,32.87282574238856
21339,Street Transit,25068.758,76263.614,32.87119070963514
10884,Street Transit,11975.881249999999,36432.8025,32.871150249833235
42555,Street Transit,21176.212499999998,64426.18625,32.86895241296391
9586,Street Transit,26951.99,81999.8375,32.8683456232459
46050,Street Transit,26584.719999999998,80891.92375,32.864492235542855
3560,Street Transit,36406.29625,110783.1925,32.86265310507277
52332,Housekeeping & Laundry,5440.89,16558.13,32.85932650607285
44462,Protection & Apprehension,26632.798749999998,81051.25875000001,32.85920436121542
