Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Barbados,-0.8796708526512795,1.188569658483682,0.16255334259876494,0.6381554617611255,-0.7823105493484268,1.6592950827198736,-0.6319890643912175,-0.49389898402252225,-1.3249207514075947,1.1720558192355324,1.9192054757750685,-1.614013455598922,-0.17734217914906125,-0.349372257435394
Belarus,2.5552926431342065,-10.336290271602856,8.596237677276825,-12.685154128301413,2.6902439931102258,0.9014118498853582,0.34442756855663353,13.387759966628925,2.555235552565755,-11.491354836064728,-2.2117489028104265,7.833315570712972,-9.927302277569124,20.94072322059936
Belgium,0.9145574685049239,-4.449026138311759,4.6704078406576075,-1.4996715220986476,-3.8422912689834097,2.633320311565754,3.4248916370189573,0.45289650976769447,-5.747461606328417,1.1764332574429353,-11.91842687114833,20.76089762419779,-8.434072414199802,-2.8179388514111907
Belize,-0.32194480946123655,0.9448948652033687,1.032038578196272,0.3024740828830669,-0.46877416361669444,0.6794441441237365,-0.8121455303059519,0.5844370538926805,-1.2919546897407206,1.5008357928278182,-1.5648470695705625,1.3348451775654637,-0.4192020328073997,1.8609967844617943
Benin,-0.15444131681544399,0.1380965590438637,0.5191051157748863,0.5215166819437034,-0.3310735305073394,1.0093761959433571,-0.031967795406097996,-0.2623381853067042,-1.352249989609493,1.6798529000183513,0.6020013437001706,-0.9334906312609125,-1.1023537866684014,1.4730258061028711
Bhutan,-6.371481151522623,3.5615810419430343,-1.9750652207445183,0.42897019785992996,-0.20028475860237901,1.9481627610121652,3.2788531713881954,-1.2019604792282461,-1.914773547514998,5.285798389039035,-1.277187899121195,-4.224835389754586,-0.9717546017217523,8.563895844785097
Bolivia,0.21594335548239207,0.7444865296568995,1.7503306398125629,-1.5875403538409913,1.4497184042515714,-0.9236938482221466,0.45971902160562506,-1.5867101381773212,0.2823878336593934,0.8935453930498214,0.31846885475949455,0.5082434128467708,0.2400788664875509,-4.472088735990406
"Bonaire, Saint Eustatius And Saba",-0.445797608491024,1.7109191174235328,0.6937179816722195,0.13208863295684972,-1.4955238038773984,1.4231330594802851,-0.0183963159893566,0.1979451688914397,-1.2632208726146281,1.2916811653328142,0.8224005686024608,-1.829653367484517,0.5203190731797822,-0.27429105510527335
Bosnia And Herzegovina,6.783038009918194,-6.317183094726869,4.197176498154759,-3.0625439212930705,-4.322106392541776,-6.330504621912403,7.466127401415557,8.40465168793047,0.45757215961560094,-1.6256566215095363,-4.968101849249619,4.155052973228745,2.4638514448774234,7.070413168176924
Botswana,-4.811849014999845,2.1861712665924986,2.8418454471563064,1.7815450208100598,-4.484188329498252,4.576864700376286,-6.6962407194768065,2.735736562098676,-0.3988006220099211,-0.7682998797313548,2.6667720577994736,-3.409932468598974,2.026865456367341,-2.563978556627387
Brazil,-0.3562495262639382,1.222061265122818,1.1602565568708831,-0.6950814588959168,-0.48592951094804115,1.213892102837644,-1.1198945981554873,0.591762354508786,-1.0038439561581443,0.7487111542548405,0.8274551035620985,-1.4857190822246595,1.133224314838445,-1.4346818748886192
British Virgin Islands,-0.9914222835430568,1.5060776202040562,0.6068833346642132,0.28848443405154045,-1.2687241833805458,1.4629213413863213,-0.18170989620048317,0.3476429080237702,-1.987622861303225,1.1681028079037115,1.303914190086332,-1.5743346903274804,0.7397725145822067,-0.17482836971023588
Bulgaria,1.0038031414796817,-2.3767864391595968,0.4860702866237453,-6.226991238834485,2.6355032106880847,-4.092661230541158,3.1164253858818087,10.761481437062919,-2.649423420497009,-0.7820483410147859,-1.0733703267754025,-6.1064052806028695,8.868254710576744,11.509308464571017
Burkina Faso,0.49294990832245356,0.4922806086908513,0.8561832557006328,-0.32668273240197543,0.3658374735286956,0.8595164860436275,-1.087898307017034,0.21784044052178803,-1.7032826431358075,2.0829250457037998,0.7074579651343018,-0.7787404151195976,-1.4819572847606055,2.63884037722669
Burma,-1.8430281444616659,1.6565100811365954,-0.14318648155188723,-0.017838214257557584,-0.7404179690314576,1.9612926418688104,-0.6058181596281906,-1.1153329285845737,0.06726086176685425,2.1733060793972037,0.6369426751592374,-3.0143745977258067,2.59270268775579,2.0961009120220395
Burundi,1.387384726461251,-0.41513251062107875,1.1677040841201802,0.8747058209302876,0.13894639615251148,2.2983798827154267,-1.7527768493544618,-2.304229497302168,-0.06316531090695673,0.954561108522587,1.4664627906136791,-2.4815583901908496,1.0139889921354956,0.5227844899237476
Cambodia,0.8288382290376274,0.6972890731352608,1.1362593668756789,-0.9290369407103745,-0.4395698320782355,0.7747897459167896,0.08731897286113476,-0.6277225375189472,-1.2655168827354901,1.3223242916673033,2.2841731568373653,-3.127326212320949,2.9727627900087006,1.6304787592717251
Cameroon,-0.17507452496669942,0.15811427565378205,1.210183116255323,0.24882850205240492,0.6336873808920936,0.3853666611488216,0.10124862308467274,-0.33045489438948705,-0.3520451675602813,1.1394811131419973,0.2259846238618842,-2.3097288081236598,0.0016749352637648143,1.731016601680278
Canada,26.34951354744218,-22.99683301939518,40.73277600064518,-11.536845322229428,27.55754199594074,-32.79110313658447,-25.646643999496288,65.06672989634853,5.77045412571052,-3.728925363288871,-54.34392696640538,88.4131538291768,-10.68993791730113,-48.35528041550809
Cape Verde,0.3610535861723703,2.304857531078165,-0.7154933476586149,-1.1113471598905487,0.27088899928833343,0.9644644560869106,-0.2569662727622307,-1.096000611659415,0.7101948078138136,-1.4844628667354094,5.013736961743158,-2.026846113894369,-0.8113109388685199,-2.282550241998129
Cayman Islands,-0.24599415993913892,0.7650158968335518,1.514448750419585,-0.2585121124948606,-0.23567491327949225,-0.1262721618216701,-0.20446866880614456,0.4697866562404458,-0.8932476990047955,0.42218880697418176,-1.6671061764768502,1.5082626158631394,-1.1694290416815922,1.6111802450927595
Central African Republic,0.5650567837896912,0.378058302967202,0.42492917847028033,0.7568593403543193,0.48113576228944327,0.7351440958938993,-0.4826163184444809,-0.523753343021889,-0.3804177562385127,2.0880933432598368,-0.6830519502972051,-2.6247159432582876,0.0029252596167772442,2.228495095458193
Chad,-1.1951115617444208,0.682810422194833,0.49785449139534405,0.3789674562072107,0.49979523939057247,0.6918315690537371,-0.5786698568833156,-0.669685301388098,-0.5659214768995318,2.244382275967894,1.3142448608524409,-3.176926338287463,-0.3011235146273074,2.3639196905064392
Chile,-2.701030053834101,2.6723244081590227,-0.786686581350381,3.4488362743672645,1.2642528174895225,-3.0766718380011606,2.852521440245341,-6.723838542690521,7.087347096479582,-1.6539565395653981,-2.817406385231741,3.288604423700607,2.3956074991485847,-3.847214673361953
China,-7.680452366527435,4.95066603727968,2.6229472229230786,-3.510497284816335,2.53589470885401,-3.8799390619428844,7.209819923113245,2.2489934574735666,-6.899026876262522,3.217208375094972,-3.3431504364342715,-2.534747905189822,-3.805856034433951,31.339417132764236
Christmas Island,0.1401632601404925,-0.1011048868415038,1.4618116723542876,-0.1514938981624143,-0.38898722835673477,0.33910735160917305,-0.5722228295669088,0.10712389616835093,-1.036514949915898,1.0074168968261747,1.111013442666204,-1.76883167689718,1.157468866552886,1.277019891139307
Colombia,0.641317750495904,1.5251596407002084,0.6250348425771393,0.3307815896418017,-0.39530442013354666,0.45752934155559233,-0.7566953416653012,0.06836343177883818,-1.3339740069558954,1.8462996153680862,0.2706395159716189,-1.7158039526102071,0.5324082478718521,0.7807575120823796
Comoros,-1.112988458014892,1.6108557250293432,0.9218508948768354,-0.21475931014434207,-0.7841331303296171,1.0997685528713033,-0.8107787348603812,0.5242608394470923,-1.5648932671375306,1.546495088446131,0.7279416142567352,-1.242525867808163,-0.2674453768806644,0.6050240209223863
Congo,-0.10680100755666956,-0.21416659942440638,1.2725955625937098,0.036264189611790856,0.2850196720111916,0.5601284083598395,0.054414679431573645,-0.20930017930598674,0.24838401754544615,0.224705033458632,0.8290843581828774,-3.06866679925534,0.39724050709549674,1.0689086779102162
Congo (Democratic Republic Of The),0.8054748692534616,0.206903199597913,1.2635918577686156,0.01865969133479057,-0.07971289788609605,1.7693407067178801,-1.8219724135630686,-0.5782762475239831,-0.17941296079227018,0.8230170902716901,0.8852292020373367,-2.4062038255577773,0.17864656260560915,1.462599319737276
Costa Rica,0.8032270848302051,0.16173058114337863,0.7368239664041315,1.029203531413066,-0.18436647540215062,-0.468364212073794,0.4191244465063896,-0.49783298080638017,-1.2388066773006512,1.7916481435876837,-1.1166444112795457,-0.43212877437474995,0.6455812944176101,0.667968783028516
Croatia,7.3877860322872735,-6.165061083563821,3.9313243627964325,-2.5732135127626843,-5.153046338293429,-4.556990344885442,7.607222649525723,6.737916950306308,-0.6843199530606261,-0.7860009632364632,-7.100924913107365,6.64112032327737,1.711724660595056,4.744286430030439
Cuba,-0.04845430758795559,0.27696981449166147,1.7658414900234212,0.1846362381078921,-0.3515216271151999,-0.4752131004006831,0.03984330425305179,0.4788850866963666,-0.8561725282774814,-0.12441749265170406,-1.517926908937166,2.051195338310641,-0.3594233931097816,0.7346576785158536
Curaçao,-0.43016514247526716,1.619256943667642,0.8300483451097123,0.08202646681319349,-1.328152408805605,1.1434530069796598,0.1976278746879493,0.06839945280439831,-1.29457656680889,1.1963393448788553,0.7822316609149637,-1.7340685198517996,0.2617964778098249,0.24061597690088807
Cyprus,-3.1471449031695813,2.9305112642732554,-1.4120870655156663,0.029989440337896307,-0.7060184696458673,-0.044227277173178106,-0.23952860090621647,2.073506708404054,0.9998161641820683,0.06246457927418009,3.9423204127530345,-6.061871579483274,1.67708937561129,1.6883619828103154
Czech Republic,8.561634212818559,-13.253614935983707,9.844250392854999,-3.610879721849981,-4.7954084316525165,-1.3971248433661274,6.453194576474713,8.30200030079708,-1.943306485210367,-4.769997433105844,-13.534037253225273,18.31618777344208,-2.666581869060359,3.958704763327155
Côte D'Ivoire,-0.04637589715279199,1.0264244321840408,0.36115971007247033,0.6338019400067288,-0.4111089113811127,0.3217960943396772,-0.45854374433012934,0.571387691369794,-0.6915428270988437,0.6580525009420547,0.7880276722398825,-1.1394926924505464,-1.0613357677605864,1.9158645321047143
Denmark,-4.941404686683399,1.4458081963802771,-4.550492400384724,-3.339249998721184,6.499616331066589,-6.723578488126533,5.953674700078828,-0.24887878848821277,1.876540471882135,-0.3572135365129457,-10.11380450649959,10.31215993017695,-2.2864639929493262,-8.201669647570101
Denmark (Europe),3.229889494331111,-10.00913083177531,9.502826496593707,-4.707948358174699,0.25651948436806205,0.36208791716314165,6.951487763798525,0.8226769702080752,-0.3422611426913252,-6.1630167607334565,-20.098571624150058,26.83222151146853,-7.182484644343188,-0.8368992518848262
Djibouti,1.6631768891612317,-1.2829314579146955,0.185455851047274,0.7661289184742898,-0.7289397189535632,0.9060878837544546,-0.10455601434708874,0.029944392982369436,-1.5009680054611003,1.9001849058854758,-0.199854499234894,0.024577984828710313,0.2655445478203151,2.7442123408794066
Dominica,-0.90160648186997,1.2444410991726824,0.12452528606739101,0.5358446669224287,-0.9244214672574971,1.8247835107902899,-0.6247121230145982,-0.19951931193461997,-1.5861201416036104,1.0719553966547601,1.9900682114741288,-1.8154146530763426,0.4613189894211765,-0.7015564872075479
Dominican Republic,-1.1172526219935341,1.7783716774266336,0.9133532434005587,0.1696057684771702,-1.0049574982160423,0.6161774236891556,0.24320197075291644,0.1517108216206711,-1.6027567039735537,0.8543501563339576,0.12299851455642374,-0.7742537019595733,0.3403077372392634,-0.18887563630842624
Ecuador,0.565393073744592,0.9537970277550937,2.3726450626421722,-0.41879603461656406,-0.09006690684508135,-0.5228589826143182,0.3269787019981264,-1.076914001725414,-0.6059996198526387,2.0379390380627775,-0.1642621432718677,-1.3394483931404273,0.4891061035666132,-0.8099097460191296
Egypt,-3.7760380162045637,3.211849499411824,0.4230828946068492,-0.9269312531843664,0.062420865592996304,0.03898870390914399,-0.06200330920519247,0.33467107222372006,1.3720266278461626,-0.7232611234074996,5.969735271399459,-7.238016983463816,1.8837261632205455,3.089209152641017
El Salvador,0.5046892254948983,0.33750319791660177,0.8531781704068166,0.05315614617939785,0.0719170427193832,-0.4651825283010584,0.5294756629828817,-1.099960530828018,-0.8907367305414842,2.1361216453945584,-1.2754846486196438,0.3574421284172941,0.041748750799092585,1.371048021456875
Equatorial Guinea,-0.40444128526106504,-0.0528668713055226,1.2665007091213847,0.39534078963689884,-0.12974386155450188,0.1162374238921627,0.6302705480231553,-0.045568392986989135,-0.019076318205919963,0.24868623170831394,0.26968263901880546,-1.3776019045780825,-0.03457859780521736,0.21015396061896768
Eritrea,0.011509257380318905,-0.3876356346170567,0.8348356930260888,0.3268279299189528,-0.5490493062505277,0.4079412564590725,-0.7150595882990264,-0.023946360153263357,0.39627074963998277,1.8056243431622259,-0.1367502098715129,-1.6696866181494245,1.0669760051234214,2.236064574173322
Estonia,8.547791745179573,-14.777956126270759,3.9943635247502542,-8.845034143200218,4.921555352780189,1.0197783700378789,8.83819098268464,4.577581587609365,6.397462486275485,-16.59366615451647,-16.807346512331268,36.13589794434532,-20.09127986016702,26.900291651476483
Ethiopia,1.3466637285774252,-0.4253886537308381,0.6835999408321594,0.1423679248912989,-0.329041587782854,0.49729449366380213,-0.497274753019064,-0.22745034818475343,-0.5117883437307033,2.8429091448323227,-1.425761201305958,0.612962769477247,-0.4070753574024673,2.7332698443593206
Europe,3.876061400773925,-6.917311817515759,4.9267390582768344,-2.5777295733911694,-1.6875719003970717,-0.3331162887259429,4.045788516891389,3.420724549317948,-1.7527805152752582,-1.6586659024145436,-9.513314633346708,13.340646953441102,-5.024286716453703,8.497031461829744
Falkland Islands (Islas Malvinas),-8.419571748771993,3.8482568281823477,-9.074840165475731,8.097227392425284,13.128156726697634,-10.681308274237013,6.970198048546511,-10.254292288630614,9.168364999013894,-5.1898154839331445,4.697722277976107,3.8305204023441632,-5.949236917755378,9.528720350881557
Faroe Islands,1.2589759234054414,-0.9269880997902781,10.7320382217752,4.169967362717424,-4.482636248415684,-6.766167041739202,7.642035750882369,-4.160055848194442,-0.5772053548764468,6.510445574229051,-14.62204666965428,12.33139243905713,-8.960803277441515,1.3637394511620198
Federated States Of Micronesia,1.383847619751309,0.24019628682655358,0.3050544523712167,0.17093913841839103,0.3033062186819791,-0.45057772540908697,-0.759696242281493,0.2695721227131364,-0.5155436877001056,0.9796984041774448,0.5189266253458601,-0.7830858269278053,0.6202677327518156,1.1254319322874708
Fiji,0.5859070853880269,-0.33188623623593044,-0.14788830387971977,-1.0370754472387829,0.24004453759495256,0.5318644986981175,-0.046470666610329565,1.6535642991371198,-1.247985057441832,-1.9539321548636257,2.739413799140464,-0.7549305193844578,-0.9508413407024938,1.817726884695748
Finland,54.60351632579835,-41.647326401782415,6.439167959272965,12.091771915402418,4.596973131542089,23.5395353284253,-10.466166189407417,6.92099348815768,3.5113722108440055,-23.79526698081279,-53.11058727067744,209.6102003642986,-46.140631618581466,113.08821601782677
France,0.44888199018333413,-1.9390482554532045,2.5675659231677184,2.0625467142806277,-4.699659992444297,0.2207734388817757,3.2830080751653514,-1.7481116623263453,-2.2673438914841215,2.6518916663599006,-5.926479378362235,10.401245353750378,-5.334522747546855,-0.8939970575003222
France (Europe),1.023452628559108,-3.207508324044924,3.5727121366593373,2.6294171800864325,-6.7118400805945235,-0.33063108375989225,5.718780844384757,-2.5221999929802617,-3.2067808327692218,3.631453250898383,-9.269150692799192,16.53281003964266,-7.6673932085311005,-1.2001676704833697
French Guiana,-0.8244792804084158,0.9423906660879696,0.5045762792241633,1.0855580825477407,-0.16648410465782845,1.7361922840747372,-2.1364208746059337,-0.3694265123006349,-0.2155646473978423,1.0162243188431457,1.0752084794638068,-1.5816225819186864,0.24444054453832556,-0.47815403468844137
French Polynesia,-0.25651267584536924,-0.06194662578606748,1.3621052367953115,-0.24275517862269363,-0.696600897221995,0.46391704365124875,-0.067652489642662,-0.08260433455374099,-1.2251710173395152,2.069167330063059,-0.3354039181836685,-2.021361163264732,1.9812982617864368,-0.04442201846222081
French Southern And Antarctic Lands,2.016306205145732,-1.1325931597753858,0.6518442027816378,6.096309832964638,-1.3205409080607262,0.24804397421565247,-2.521650145861658,-5.0249130393907855,7.8379938959003495,-4.998011198482385,8.95344530507735,-5.461209890775782,3.775561253204926,2.7825065156148585
Gabon,-0.6646633562635916,-0.23942835632095316,1.3067584978396505,0.31442214444626576,-0.2358301220295434,0.4513158909465239,0.7703990520219659,-0.37430480335750765,0.25668050923818697,0.026862553269093287,0.34348310434460705,-1.9431558357453633,0.4073848185975248,0.027518625411113586
Gambia,1.1033054129514752,1.5179724733864803,0.20416699573237718,-1.1185871706925348,0.5098260333054696,0.8194554586307224,-1.4950766183068243,0.6657242227795489,-0.06639657558192458,-1.3655619677027802,3.0184079068159524,-1.8068193325328958,0.06776864374318749,1.4935810611860538
Gaza Strip,-3.097519466118581,3.4161738015098253,-1.3420016942214281,-0.6671870506552653,-0.35527284458156994,-0.48313389532926176,-0.20812218732667934,1.7349037046944005,1.1893268697491979,-0.5249482359628251,7.278678622299656,-9.385545423072369,3.6862722047518606,0.9823413413453953
Georgia,-4.688219738974684,5.913150876188076,-6.649428346895829,-4.360380911000047,4.702096445979816,2.1143885087188132,-0.10357465342327901,1.2991271212725428,-2.2814952191827653,2.6158652856234936,16.23031624863687,-23.226174481531828,14.824265532580554,9.188321640215245
Germany,4.1542152812064,-9.281051187159548,6.016409222166216,-1.4846776425013823,-4.643161211610579,0.8284165278302051,6.327311235062709,3.0032969297341765,-3.554221888805543,-2.9350249770971386,-14.426141928590507,22.606858950347554,-6.0330122629100025,0.08760363419612494
Ghana,0.46460319752702417,0.120507354313042,0.44845652140707926,0.4832533993485698,-0.4273581879044248,0.6760083893127548,-0.07095110713921653,0.1670800866520439,-0.9404823667097104,0.6933321965567983,1.3695564741707331,-1.2001073921603669,-1.160336597251792,1.6056012756832272
Greece,-1.9936844079914275,1.6477031050616893,-1.9411127791232219,-0.9585635948535389,-0.10933317534778271,-1.8137899799426298,0.2460132671440693,5.722752969017039,-0.1761667158897361,-0.6150763784718125,2.6013975787835655,-6.77966964444787,5.09894286213526,6.945353658156431
Greenland,-4.855490273954466,1.315644267447163,-4.409988776123946,-3.3540588075007967,6.427784185569648,-6.64646892791428,5.962902768103604,-0.23469606372826554,1.8492849821855708,-0.4226587246440457,-10.221995505228682,10.471922639850757,-2.341187430856124,-8.12353739063035
Grenada,-0.9940315626261114,1.163072226938531,0.08724998939670599,0.6731764606173578,-0.8722241264229005,1.5769024285935307,-0.5888395203287186,-0.5502757386069905,-0.823940173728125,0.9614330438172173,1.7452891370380936,-1.5896497849140674,-0.09278645558751984,-0.08518349882550989
Guadeloupe,-0.8390400394842368,1.3323586138244132,0.32295398519694735,0.564880123624921,-1.260646115366033,1.7291323829422427,-0.5398216952582019,0.0797984935750031,-1.9017678619795535,1.1280014891108665,1.807495030309005,-1.7326165824966977,0.521590344599227,-0.5911798889021083
Guam,-0.3794149276815687,0.412396142883134,-0.6867186084435545,-0.5114545133884411,1.0309183823169894,-0.2931415761880901,-0.13410682427754633,-0.09752511043732584,0.2986390937428678,-0.3517208549242727,-0.49962421686488523,-0.005504502989225063,0.5235682152501093,0.9758167807021219
Guatemala,0.04448066158755807,0.6640677797301314,1.056488571196349,0.6723705695395009,-0.8165292470982368,0.6317079576293549,-0.584593863852282,0.04305230329823804,-1.4124175185954668,1.9497134340010995,-1.054027617751411,0.562531002529441,0.11474549588947344,1.8582840050597873
Guernsey,-3.452744982888166,-0.357272701848601,3.104191078959012,-0.07826270407849456,-2.330649884897773,0.8347047502161744,1.1383047143519116,0.3316307343056509,-3.811711146852754,-0.24656544257791366,-6.577835230945138,14.003649357561004,-6.81364997432458,-7.219892365385197
Guinea,0.49241703563006983,1.2296633828578607,0.8609594816491486,-0.3963190415427695,-0.021141182076079828,0.390405554678873,-1.4587204129687792,0.7532373894151224,-0.1124100719424383,0.1442370178758705,1.0316294617420219,-0.9559258945943622,-1.0622682812638233,2.392584682086466
Guinea Bissau,0.5116651677875014,1.3732723397238145,0.47565541942929324,-1.1929532112897494,0.6180912299014297,1.1785283474065011,-2.170440049119522,0.6072035731477425,0.23772102756051391,-0.9906224698191117,2.228087573422837,-1.5324138054544691,-0.034859787870619656,1.5474046176518688
Guyana,-0.11416497153759868,0.6949290073660559,0.1169557637556342,1.4867036019755677,-0.4894397057189629,0.7324984959281282,-0.9134289760482509,-0.41882474297273203,-0.33603219918564187,1.8129281089948313,0.0535024091458304,-1.59560900203756,0.43753767165000707,-0.42039539555100625
Haiti,-0.9369898386726312,1.5608600708684535,0.8733206854533483,0.31070716461367526,-0.5731497628135671,0.010731850906998025,0.15329570434776404,0.2424487321951804,-1.3232190900234964,0.8095913049398686,-0.5261832984386238,-0.21757378991938914,0.37671307021152767,-0.05001936067657982
Heard Island And Mcdonald Islands,8.639030972479375,-1.265164644714045,0.08483997425546624,14.027651924819494,-7.164829530889502,-3.5040728979704694,-3.562639500944307,-7.246075784101347,18.24754470712433,-15.539864188512842,19.56500848842051,-11.6698368473223,11.264444511843736,4.470492026713903
Honduras,-0.2584047636356415,0.004306860497463125,1.1044964999983446,0.4567631417702562,-0.3320449467521337,0.6381579162671138,-0.14243115014776978,-0.8069584699702756,-1.085682581475425,1.635943629810058,-1.0694820441312118,0.9054359163948771,-0.8387554753002424,1.8675340698783311
Hong Kong,-0.8419343120285454,0.7172668433793945,0.98710839291763,-0.7694670937167796,-0.7241889795163147,-0.8194458882528172,2.077829140207394,0.15154090188081076,-2.84274906314078,1.963110265301888,-0.8878928247696452,-1.6231825612294322,1.97131960558969,2.0389154498858786
Hungary,9.810730486469579,-10.055981311073774,8.631270538860532,-7.296716113277673,-2.7025751916650376,-3.5777206678627644,6.904644165248828,10.143552673874366,-1.5047655654971661,-1.3008318096738554,-9.078661228793397,5.113791937120493,3.8307131255554476,8.92388064106727
Iceland,14.167458271135846,12.441063433575025,12.724197469960183,25.32041262894652,-11.746071339486143,-25.372375003532966,21.91334646265715,-4.51382416899657,-9.701662491459802,6.532156368221938,8.62080627705627,-13.488183827879324,6.391938096095042,18.544704171036162
India,-0.6562628836366855,0.3425449696573887,1.3468572765210147,-1.056008242015551,-0.06220440231372285,-0.5649239720582424,0.9661671401112222,-0.3322270330373806,-0.9895232911537637,3.034772870059213,-0.3810975609755882,-2.5358437843052433,0.9225665302556341,3.134701883729559
